Plik,Kolory,Rezystancja
resistor (10384).jpg,BLACK-RED-BROWN-ORANGE-ORANGE,20
resistor (10385).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (10386).jpg,RED-BROWN-ORANGE-RED-BLACK,21000
resistor (10387).jpg,ORANGE-RED-ORANGE-BROWN-BROWN,32000
resistor (10388).jpg,ORANGE-RED-ORANGE-BROWN-RED,32000
resistor (10389).jpg,,BRAK
resistor (1039).jpg,BLUE,BRAK
resistor (10390).jpg,GRAY-GRAY,BRAK
resistor (10391).jpg,GRAY,BRAK
resistor (10392).jpg,GRAY-GRAY-BROWN-RED-BROWN,880
resistor (10393).jpg,BLACK-BROWN-RED-ORANGE-RED,100
resistor (10394).jpg,ORANGE-RED-BROWN-ORANGE-BROWN,320
resistor (10395).jpg,GRAY-GRAY-RED-BROWN-ORANGE,8800
resistor (10396).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10397).jpg,GRAY-GRAY-GRAY-RED-ORANGE,8800000000
resistor (10398).jpg,RED-ORANGE-BROWN-RED,230
resistor (10399).jpg,GRAY-GRAY-RED-BROWN-ORANGE,8800
resistor (104).jpg,RED-RED,BRAK
resistor (1040).jpg,BLACK-BLACK-GRAY-ORANGE-BLACK,BRAK
resistor (10400).jpg,RED-BROWN-BROWN-RED,210
resistor (10401).jpg,RED-BROWN-ORANGE-RED,21000
resistor (10402).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (10403).jpg,RED-BROWN-RED,2100
resistor (10404).jpg,GRAY-RED-BROWN-ORANGE-RED,820
resistor (10405).jpg,RED-BROWN-RED,2100
resistor (10406).jpg,BLACK-RED-ORANGE-BROWN-RED,2000
resistor (10407).jpg,GRAY-GRAY-RED-BROWN-ORANGE,8800
resistor (10408).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10409).jpg,BLACK-RED-BROWN-ORANGE-RED,20
resistor (1041).jpg,WHITE-GRAY-BLUE-ORANGE-WHITE,98000000
resistor (10410).jpg,GRAY-GRAY-BROWN-RED-BROWN,880
resistor (10411).jpg,RED-BROWN-RED,2100
resistor (10412).jpg,GRAY-GRAY-RED-BROWN-ORANGE,8800
resistor (10413).jpg,RED-BROWN-ORANGE-RED,21000
resistor (10414).jpg,RED-BROWN-ORANGE-RED,21000
resistor (10415).jpg,GRAY-RED-ORANGE-BROWN-RED,82000
resistor (10416).jpg,BLACK-WHITE-WHITE-WHITE-RED,9000000000
resistor (10417).jpg,GRAY-GRAY-GRAY-GRAY-RED,8800000000
resistor (10418).jpg,RED-BROWN-BROWN-RED,210
resistor (10419).jpg,GRAY-ORANGE-RED-BROWN-ORANGE,8300
resistor (1042).jpg,BLUE-BLACK,BRAK
resistor (10420).jpg,BLACK-RED-BROWN-ORANGE-RED,20
resistor (10421).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10422).jpg,GRAY-ORANGE-RED-ORANGE-BROWN,8300
resistor (10423).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (10424).jpg,GRAY-BROWN-RED-BROWN-ORANGE,8100
resistor (10425).jpg,GRAY-ORANGE-RED-ORANGE-BROWN,8300
resistor (10426).jpg,GRAY-GRAY-GRAY-BROWN-RED,8800000000
resistor (10427).jpg,RED-RED,BRAK
resistor (10428).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (10429).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (1043).jpg,WHITE-BLUE-ORANGE-BLACK,96000
resistor (10430).jpg,GRAY-GRAY-RED-BROWN-ORANGE,8800
resistor (10431).jpg,BLACK-RED-BROWN-BROWN-ORANGE,20
resistor (10432).jpg,BLACK-RED-BROWN-ORANGE-RED,20
resistor (10433).jpg,GRAY-GRAY-BLACK-RED-BROWN,88
resistor (10434).jpg,GRAY-ORANGE-RED-ORANGE-BROWN,8300
resistor (10435).jpg,BROWN-RED-ORANGE-BROWN-RED,12000
resistor (10436).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (10437).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (10438).jpg,GRAY-RED-ORANGE-BROWN-RED,82000
resistor (10439).jpg,BLACK-BROWN-RED-ORANGE-BROWN,100
resistor (1044).jpg,BLUE,BRAK
resistor (10440).jpg,GRAY-GRAY-GRAY-ORANGE-RED,8800000000
resistor (10441).jpg,RED-BROWN-ORANGE-RED-ORANGE,21000
resistor (10442).jpg,RED-BROWN-ORANGE-GRAY-BROWN,21000
resistor (10443).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10444).jpg,RED-BROWN-BROWN-RED-BROWN,210
resistor (10445).jpg,BROWN-RED-BROWN-ORANGE-BROWN,120
resistor (10446).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10447).jpg,RED-BROWN-BROWN-ORANGE-RED,210
resistor (10448).jpg,RED-BROWN-BROWN-RED-BROWN,210
resistor (10449).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (1045).jpg,BLUE-ORANGE-BLACK,63
resistor (10450).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10451).jpg,BLACK-ORANGE-BROWN-RED-BROWN,30
resistor (10452).jpg,ORANGE-RED-BROWN-ORANGE-ORANGE,320
resistor (10453).jpg,RED-RED-BROWN-ORANGE-VIOLET,220
resistor (10454).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (10455).jpg,BROWN-RED-ORANGE-BROWN-VIOLET,12000
resistor (10456).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (10457).jpg,BROWN-RED-BROWN-ORANGE-VIOLET,120
resistor (10458).jpg,BLACK-BROWN-RED-BROWN-ORANGE,100
resistor (10459).jpg,RED-RED-BROWN-ORANGE-ORANGE,220
resistor (1046).jpg,ORANGE,BRAK
resistor (10460).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10461).jpg,BROWN-BROWN-RED-RED-BROWN,1100
resistor (10462).jpg,BLACK-RED-BROWN-ORANGE-RED,20
resistor (10463).jpg,RED-ORANGE-BROWN-VIOLET-BROWN,230
resistor (10464).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10465).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10466).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (10467).jpg,BLACK-ORANGE-BROWN-RED-ORANGE,30
resistor (10468).jpg,RED-RED-ORANGE-BROWN-VIOLET,22000
resistor (10469).jpg,RED-RED-BROWN-ORANGE-ORANGE,220
resistor (1047).jpg,BLUE-BLACK-WHITE,60000000000
resistor (10470).jpg,RED-BROWN-ORANGE-BROWN-VIOLET,21000
resistor (10471).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10472).jpg,BROWN-RED-BROWN-ORANGE-BROWN,120
resistor (10473).jpg,BLACK-ORANGE-BROWN-RED-BROWN,30
resistor (10474).jpg,BLACK-GRAY-GRAY-ORANGE-BROWN,800000000
resistor (10475).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10476).jpg,RED-ORANGE-BROWN-ORANGE-RED,230
resistor (10477).jpg,BROWN-BROWN-RED-BROWN-BROWN,1100
resistor (10478).jpg,ORANGE-RED-BROWN-ORANGE-BROWN,320
resistor (10479).jpg,ORANGE-RED-BROWN-ORANGE-BROWN,320
resistor (1048).jpg,BLUE-ORANGE-BLACK,63
resistor (10480).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (10481).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10482).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (10483).jpg,ORANGE-RED-BROWN-ORANGE-ORANGE,320
resistor (10484).jpg,BROWN-RED-BROWN-ORANGE-BROWN,120
resistor (10485).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10486).jpg,GRAY-BROWN-ORANGE-RED-ORANGE,81000
resistor (10487).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10488).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10489).jpg,RED-BROWN-ORANGE-VIOLET-BROWN,21000
resistor (1049).jpg,BLACK-BLUE,BRAK
resistor (10490).jpg,RED-RED,BRAK
resistor (10491).jpg,RED-BROWN-RED-BROWN,2100
resistor (10492).jpg,RED-RED-ORANGE-BROWN-ORANGE,22000
resistor (10493).jpg,BROWN-RED-RED-BROWN-ORANGE,1200
resistor (10494).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10495).jpg,RED-BROWN-BROWN-RED,210
resistor (10496).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10497).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (10498).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10499).jpg,BLACK-ORANGE-RED-BROWN-ORANGE,300
resistor (105).jpg,RED-RED,BRAK
resistor (1050).jpg,BLACK-BLACK-BLACK-BLUE,BRAK
resistor (10500).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10501).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10502).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10503).jpg,BLACK-ORANGE-RED-ORANGE-BROWN,300
resistor (10504).jpg,RED-RED,BRAK
resistor (10505).jpg,RED-ORANGE-BROWN-ORANGE-BROWN,230
resistor (10506).jpg,RED-BROWN-BROWN-RED,210
resistor (10507).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10508).jpg,RED-ORANGE-BROWN-ORANGE-BROWN,230
resistor (10509).jpg,GRAY-GRAY-GRAY-RED-BROWN,8800000000
resistor (1051).jpg,BLUE-ORANGE-BLACK,63
resistor (10510).jpg,RED-BROWN-BROWN-RED,210
resistor (10511).jpg,RED-ORANGE-BROWN-ORANGE-BROWN,230
resistor (10512).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10513).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10514).jpg,RED-BROWN-ORANGE-RED,21000
resistor (10515).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10516).jpg,GRAY-RED-BROWN-ORANGE-BROWN,820
resistor (10517).jpg,RED-BROWN-BROWN-RED,210
resistor (10518).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10519).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (1052).jpg,WHITE-BLUE-BLACK-WHITE,96
resistor (10520).jpg,RED-BROWN-BROWN-ORANGE-RED,210
resistor (10521).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10522).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10523).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10524).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10525).jpg,ORANGE-RED-ORANGE-BROWN-BROWN,32000
resistor (10526).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10527).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10528).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10529).jpg,RED-BROWN-ORANGE-ORANGE-BROWN,21000
resistor (1053).jpg,BLUE-BLACK-BROWN-WHITE,600
resistor (10530).jpg,RED-BROWN-BROWN-RED,210
resistor (10531).jpg,BLACK-RED-RED-ORANGE-BLACK,200
resistor (10532).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10533).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10534).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10535).jpg,GRAY-ORANGE-RED-ORANGE-BROWN,8300
resistor (10536).jpg,RED-BROWN-BROWN-RED,210
resistor (10537).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10538).jpg,RED-BROWN-BROWN-RED,210
resistor (10539).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (1054).jpg,BLUE-BLACK-WHITE,60000000000
resistor (10540).jpg,GRAY-GRAY-GRAY-ORANGE-BROWN,8800000000
resistor (10541).jpg,ORANGE-RED-RED-WHITE,3200
resistor (10542).jpg,GRAY-GRAY-ORANGE-BROWN-RED,88000
resistor (10543).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10544).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10545).jpg,RED-RED-ORANGE,22000
resistor (10546).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (10547).jpg,RED-RED,BRAK
resistor (10548).jpg,GRAY-GRAY-GRAY-ORANGE-RED,8800000000
resistor (10549).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (1055).jpg,BLACK-BLACK-BLACK-BLACK-GRAY,BRAK
resistor (10550).jpg,BROWN-BROWN-RED,1100
resistor (10551).jpg,GRAY-GRAY-GRAY-ORANGE-RED,8800000000
resistor (10552).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (10553).jpg,GRAY-GRAY-ORANGE-BROWN-RED,88000
resistor (10554).jpg,WHITE-WHITE-RED-BROWN-ORANGE,9900
resistor (10555).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (10556).jpg,GRAY-GRAY-ORANGE-BROWN-RED,88000
resistor (10557).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10558).jpg,BLACK-RED-ORANGE-BROWN-BROWN,2000
resistor (10559).jpg,WHITE-RED-RED-ORANGE,9200
resistor (1056).jpg,WHITE-BLUE-BLACK,96
resistor (10560).jpg,GRAY-ORANGE-RED-BROWN-ORANGE,8300
resistor (10561).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (10562).jpg,GRAY-GRAY-GRAY-GRAY-ORANGE,8800000000
resistor (10563).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10564).jpg,GRAY-GRAY-GRAY-ORANGE-RED,8800000000
resistor (10565).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (10566).jpg,GRAY-GRAY-ORANGE-RED-BROWN,88000
resistor (10567).jpg,BROWN-RED-ORANGE-BROWN-BROWN,12000
resistor (10568).jpg,BLACK-BROWN-RED-BROWN-ORANGE,100
resistor (10569).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (1057).jpg,BLUE-ORANGE-BLACK,63
resistor (10570).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10571).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10572).jpg,RED-BROWN-BROWN-RED,210
resistor (10573).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10574).jpg,RED-BROWN-ORANGE-RED-ORANGE,21000
resistor (10575).jpg,BLACK-BROWN-BROWN-BROWN-RED,10
resistor (10576).jpg,GRAY-GRAY-GRAY-ORANGE-RED,8800000000
resistor (10577).jpg,RED-BROWN-BROWN-ORANGE-RED,210
resistor (10578).jpg,BLACK-BLACK-BLACK-BLACK-RED,BRAK
resistor (10579).jpg,GRAY-GRAY-ORANGE-RED-BROWN,88000
resistor (1058).jpg,ORANGE-BLUE-BLACK-ORANGE-GRAY,36
resistor (10580).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10581).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10582).jpg,GRAY-ORANGE-RED-BROWN-ORANGE,8300
resistor (10583).jpg,BLACK-GRAY-RED-ORANGE-BROWN,800
resistor (10584).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10585).jpg,RED-RED,BRAK
resistor (10586).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10587).jpg,RED-BROWN-BROWN-RED,210
resistor (10588).jpg,GRAY-ORANGE-RED-ORANGE-BROWN,8300
resistor (10589).jpg,WHITE-WHITE-RED-BROWN-ORANGE,9900
resistor (1059).jpg,WHITE-BLUE-ORANGE-BLACK,96000
resistor (10590).jpg,BLACK-WHITE-RED-RED,900
resistor (10591).jpg,GRAY-GRAY-GRAY-RED-ORANGE,8800000000
resistor (10592).jpg,BROWN-RED-BROWN-ORANGE-RED,120
resistor (10593).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10594).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (10595).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (10596).jpg,RED-RED-RED,2200
resistor (10597).jpg,RED-RED-RED-RED,2200
resistor (10598).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10599).jpg,RED-BROWN-ORANGE-RED,21000
resistor (106).jpg,RED-RED,BRAK
resistor (1060).jpg,BLUE,BRAK
resistor (10600).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10601).jpg,ORANGE-RED-BROWN-ORANGE-BROWN,320
resistor (10602).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10603).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10604).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10605).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10606).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10607).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10608).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10609).jpg,RED-BROWN-BROWN-RED,210
resistor (1061).jpg,BLACK-BLACK-BLUE,BRAK
resistor (10610).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10611).jpg,ORANGE-RED-BROWN-ORANGE-BROWN,320
resistor (10612).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (10613).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10614).jpg,RED-RED-ORANGE-BROWN-BROWN,22000
resistor (10615).jpg,RED-RED-RED,2200
resistor (10616).jpg,ORANGE-RED-ORANGE-BROWN-BROWN,32000
resistor (10617).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10618).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10619).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (1062).jpg,BLUE-ORANGE-BLACK-WHITE,63
resistor (10620).jpg,RED-BROWN-BROWN-RED,210
resistor (10621).jpg,RED-RED-RED-ORANGE-BROWN,2200
resistor (10622).jpg,RED-BROWN-BROWN-RED,210
resistor (10623).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10624).jpg,RED-BROWN-ORANGE-RED-RED,21000
resistor (10625).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10626).jpg,GRAY-RED-RED,8200
resistor (10627).jpg,RED-RED,BRAK
resistor (10628).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (10629).jpg,RED-RED-BROWN-BROWN-RED,220
resistor (1063).jpg,BLACK-BLACK-BLUE,BRAK
resistor (10630).jpg,ORANGE-RED-ORANGE-BROWN-BROWN,32000
resistor (10631).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10632).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10633).jpg,RED-RED,BRAK
resistor (10634).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10635).jpg,RED-RED-RED,2200
resistor (10636).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10637).jpg,RED-BROWN-BROWN-RED,210
resistor (10638).jpg,RED-RED-BROWN-ORANGE-RED,220
resistor (10639).jpg,RED-RED,BRAK
resistor (1064).jpg,BLACK-BLACK-ORANGE,BRAK
resistor (10640).jpg,GRAY-RED-BROWN-ORANGE-RED,820
resistor (10641).jpg,RED,BRAK
resistor (10642).jpg,BROWN-ORANGE-BROWN-ORANGE-RED,130
resistor (10643).jpg,RED-BROWN-BROWN-RED,210
resistor (10644).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10645).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10646).jpg,ORANGE-RED-RED-RED-WHITE,3200
resistor (10647).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10648).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10649).jpg,GRAY-RED-BROWN-ORANGE-BROWN,820
resistor (1065).jpg,WHITE-BLUE-BLACK,96
resistor (10650).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (10651).jpg,BROWN-RED-BROWN-ORANGE-RED,120
resistor (10652).jpg,GRAY-GRAY-RED-RED-BROWN,8800
resistor (10653).jpg,GRAY-RED-RED-BROWN-ORANGE,8200
resistor (10654).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10655).jpg,GRAY-RED-BROWN-ORANGE-BROWN,820
resistor (10656).jpg,BROWN-BLACK-RED-BROWN-ORANGE,1000
resistor (10657).jpg,RED-BROWN-BROWN,210
resistor (10658).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10659).jpg,RED-RED-BROWN-ORANGE-BROWN,220
resistor (1066).jpg,BLUE-BLACK-WHITE,60000000000
resistor (10660).jpg,RED-BROWN-BROWN-RED,210
resistor (10661).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10662).jpg,BLACK-BROWN-RED-BROWN-BROWN,100
resistor (10663).jpg,GRAY-RED-RED-RED,8200
resistor (10664).jpg,BLACK-RED-RED-ORANGE,200
resistor (10665).jpg,GRAY-RED-BROWN-ORANGE-BROWN,820
resistor (10666).jpg,RED-BROWN-BROWN-RED,210
resistor (10667).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (10668).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (10669).jpg,RED-BROWN-ORANGE-RED-BROWN,21000
resistor (1067).jpg,BLUE-BLACK,BRAK
resistor (10670).jpg,RED-RED-RED,2200
resistor (10671).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10672).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10673).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10674).jpg,GRAY-GRAY-GRAY-RED-BROWN,8800000000
resistor (10675).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10676).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10677).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10678).jpg,RED-RED,BRAK
resistor (10679).jpg,BLACK-GRAY-GRAY-RED-BROWN,800000000
resistor (1068).jpg,BLUE-ORANGE-BLACK-WHITE-WHITE,63
resistor (10680).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10681).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10682).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10683).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10684).jpg,BLACK-GRAY-GRAY-GRAY-GRAY,800000000
resistor (10685).jpg,BROWN-ORANGE-RED-RED,1300
resistor (10686).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10687).jpg,GRAY-BROWN-ORANGE-RED-BROWN,81000
resistor (10688).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10689).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (1069).jpg,BLACK-BLUE,BRAK
resistor (10690).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10691).jpg,RED-BROWN-BROWN-RED,210
resistor (10692).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10693).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10694).jpg,RED-RED,BRAK
resistor (10695).jpg,BLACK-RED-BROWN-BROWN-BLACK,20
resistor (10696).jpg,RED-BROWN-ORANGE-BROWN-ORANGE,21000
resistor (10697).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10698).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10699).jpg,GRAY-GRAY-GRAY,8800000000
resistor (107).jpg,BLACK-RED-RED,200
resistor (1070).jpg,BLACK-BLACK-BLACK-ORANGE-BROWN,BRAK
resistor (10700).jpg,GRAY-GRAY,BRAK
resistor (10701).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10702).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10703).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10704).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10705).jpg,BLACK-GRAY-BLACK-GRAY-BLACK,8
resistor (10706).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10707).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10708).jpg,WHITE-WHITE-GRAY-GRAY,9900000000
resistor (10709).jpg,GRAY-GRAY,BRAK
resistor (1071).jpg,WHITE-WHITE-WHITE-WHITE-BLUE,99000000000
resistor (10710).jpg,BLACK-RED-BROWN-BROWN-RED,20
resistor (10711).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10712).jpg,RED-BROWN-BROWN-RED,210
resistor (10713).jpg,GRAY-GRAY-BLACK-BROWN,88
resistor (10714).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10715).jpg,GRAY-GRAY-GRAY,8800000000
resistor (10716).jpg,GRAY,BRAK
resistor (10717).jpg,GRAY-BLACK-GRAY,8000000000
resistor (10718).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10719).jpg,BLACK-RED-BROWN-ORANGE-BROWN,20
resistor (1072).jpg,WHITE-WHITE-WHITE-BLUE-BLACK,99000000000
resistor (10720).jpg,,BRAK
resistor (10721).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (10722).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (10723).jpg,BROWN-RED-BROWN-BROWN-RED,120
resistor (10724).jpg,,BRAK
resistor (10725).jpg,ORANGE-BROWN-RED-ORANGE-BROWN,3100
resistor (10726).jpg,,BRAK
resistor (10727).jpg,BROWN-GRAY-BLACK,18
resistor (10728).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10729).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (1073).jpg,BLACK-ORANGE-ORANGE-GREEN-BLACK,3000
resistor (10730).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10731).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10732).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (10733).jpg,RED,BRAK
resistor (10734).jpg,BROWN-ORANGE-BLACK-BROWN-ORANGE,13
resistor (10735).jpg,GRAY-GRAY-GRAY-GRAY-BROWN,8800000000
resistor (10736).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10737).jpg,RED-ORANGE-RED-WHITE-WHITE,2300
resistor (10738).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10739).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (1074).jpg,ORANGE-BLACK-BLACK-GREEN-BLACK,30
resistor (10740).jpg,GRAY-GRAY-GRAY-GRAY-GRAY,8800000000
resistor (10741).jpg,RED,BRAK
resistor (10742).jpg,RED-ORANGE-GRAY-ORANGE-BROWN,2300000000
